,CMC,Name,Rarity,Type_x,Card Kingdom ($),TCGPlayer ($),Face to Face ($),Cardmarket (€),Cardhoarder (Event Ticket - TIX),Salt,Decks,Inclusion,Mana Cost,Text,Stats,URL
1674,2.0,Snarespinner,C,Creature,0.35,0.01,0.11,0.05,0.02,0.0,2313.0,0.2,{1}{G},"ReachWhenever Snarespinner blocks a creature with flying, Snarespinner gets +2/+0 until end of turn.",1/3,https://scryfall.com/card/dmu/179/snarespinner
1675,3.0,Groundbreaker,R,Creature,1.49,1.38,2.2,0.68,0.02,0.17,2312.0,0.2,{G}{G}{G},"Trample, hasteAt the beginning of the end step, sacrifice Groundbreaker.",6/1,https://scryfall.com/card/plist/173/groundbreaker
1676,6.0,Selective Adaptation,R,Sorcery,0.49,0.22,0.26,0.17,0.08,0.31,2309.0,0.1,{4}{G}{G},"Reveal the top seven cards of your library. Choose from among them a card with flying, a card with first strike, and so on for double strike, deathtouch, haste, hexproof, indestructible, lifelink, menace, reach, trample, and vigilance. Put one of the chosen cards onto the battlefield, the other chosen cards into your hand, and the rest into your graveyard.",,https://scryfall.com/card/c20/65/selective-adaptation
1677,3.0,Wirewood Savage,C,Creature,0.35,0.16,0.11,0.08,0.04,0.08,2306.0,0.1,{2}{G},"Whenever a Beast enters the battlefield, you may draw a card.",2/2,https://scryfall.com/card/gvl/6/wirewood-savage
1678,3.0,Storyweave,U,Instant,0.35,0.03,0.18,0.1,0.01,0.25,2301.0,0.1,{2}{G},"Choose one —• Put two +1/+1 counters on target creature you control.• Put two lore counters on target Saga you control. The next time one or more enchantment creatures enter the battlefield under your control this turn, each enters with two additional +1/+1 counters on it.",,https://scryfall.com/card/neo/209/storyweave
1679,1.0,Savage Swipe,C,Sorcery,0.35,0.06,0.11,0.09,0.03,0.0,2300.0,0.1,{G},Target creature you control gets +2/+2 until end of turn if its power is 2. Then it fights target creature you don’t control.(Each deals damage equal to its power to the other.),,https://scryfall.com/card/j21/630/savage-swipe
1680,3.0,Pugnacious Hammerskull,R,Creature,0.99,0.82,0.73,0.26,0.01,0.0,2299.0,0.1,{2}{G},"Whenever Pugnacious Hammerskull attacks while you don’t control another Dinosaur, put a stun counter on it.(If a permanent with a stun counter would become untapped, remove one from it instead.)",6/6,https://scryfall.com/card/lci/208/pugnacious-hammerskull
1681,4.0,Fangren Firstborn,R,Creature,1.29,2.23,1.84,0.53,0.02,0.11,2298.0,0.1,{1}{G}{G}{G},"Whenever Fangren Firstborn attacks, put a +1/+1 counter on each attacking creature.",4/2,https://scryfall.com/card/dst/75/fangren-firstborn
1682,2.0,Skola Grovedancer,C,Creature,0.35,0.05,0.11,0.11,0.03,0.0,2296.0,0.1,{1}{G},"Whenever a land card is put into your graveyard from anywhere, you gain 1 life.{2}{G}: Mill a card.",2/2,https://scryfall.com/card/thb/202/skola-grovedancer
1683,3.0,Manaplasm,U,Creature,0.35,0.12,0.26,0.13,0.02,0.1,2291.0,0.1,{2}{G},"Whenever you cast a spell, Manaplasm gets +X/+X until end of turn, where X is that spell’s mana value.",1/1,https://scryfall.com/card/cn2/186/manaplasm
1684,1.0,Thrive,C,Sorcery,0.35,0.01,0.11,0.05,0.03,0.29,2285.0,0.1,{X}{G},Put a +1/+1 counter on each of X target creatures.,,https://scryfall.com/card/2x2/161/thrive
1685,4.0,Ooze Flux,R,Enchantment,0.49,0.23,0.26,0.17,0.02,0.0,2281.0,0.1,{3}{G},"{1}{G}, Remove one or more +1/+1 counters from among creatures you control: Create an X/X green Ooze creature token, where X is the number of +1/+1 counters removed this way.",,https://scryfall.com/card/gtc/128/ooze-flux
1686,1.0,Wolfbitten Captive,R,Creature,0.69,0.51,,0.56,0.02,0.08,2280.0,0.1,{G},"{1}{G}: Wolfbitten Captive gets +2/+2 until end of turn. Activate only once each turn.At the beginning of each upkeep, if no spells were cast last turn, transform Wolfbitten Captive.",1/1,https://scryfall.com/card/dka/133/wolfbitten-captive-krallenhorde-killer
1687,4.0,Dawnhart Rejuvenator,C,Creature,0.35,0.01,0.11,0.05,0.03,0.0,2279.0,0.1,{3}{G},"When Dawnhart Rejuvenator enters the battlefield, you gain 3 life.{T}: Add one mana of any color.",2/4,https://scryfall.com/card/dbl/180/dawnhart-rejuvenator
1688,2.0,Elvish Farmer,R,Creature,4.49,4.94,4.42,3.82,0.03,0.55,2275.0,0.1,{1}{G},"At the beginning of your upkeep, put a spore counter on Elvish Farmer.Remove three spore counters from Elvish Farmer: Create a 1/1 green Saproling creature token.Sacrifice a Saproling: You gain 2 life.",0/2,https://scryfall.com/card/me2/156/elvish-farmer
1689,4.0,Soul Swallower,R,Creature,0.49,0.17,0.26,0.18,0.02,0.08,2274.0,0.1,{2}{G}{G},"TrampleDelirium— At the beginning of your upkeep, if there are four or more card types among cards in your graveyard, put three +1/+1 counters on Soul Swallower.",3/3,https://scryfall.com/card/soi/230/soul-swallower
1690,2.0,Elvish Archivist,R,Creature,0.49,0.33,0.26,0.11,0.02,0.11,2272.0,0.1,{1}{G},"Whenever one or more artifacts enter the battlefield under your control, put two +1/+1 counters on Elvish Archivist. This ability triggers only once each turn.Whenever one or more enchantments enter the battlefield under your control, draw a card. This ability triggers only once each turn.",0/1,https://scryfall.com/card/woe/168/elvish-archivist
1691,3.0,Sheltered Aerie,C,Enchantment,0.35,0.12,0.11,0.09,0.04,0.09,2268.0,0.1,{2}{G},Enchant landEnchanted land has “{T}: Add two mana of any one color.”,,https://scryfall.com/card/dtk/206/sheltered-aerie
1692,3.0,Sporecap Spider,C,Creature,0.35,0.05,0.11,0.03,0.03,0.0,2259.0,0.1,{2}{G},Reach,1/5,https://scryfall.com/card/eld/176/sporecap-spider
1693,3.0,Murasa Sproutling,U,Creature,0.35,0.03,0.18,0.07,0.03,0.15,2256.0,0.1,{2}{G},"Kicker{1}{G}(You may pay an additional{1}{G}as you cast this spell.)When Murasa Sproutling enters the battlefield, if it was kicked, return target card with a kicker ability from your graveyard to your hand.",3/3,https://scryfall.com/card/znr/196/murasa-sproutling
1694,2.0,Frontier Guide,U,Creature,0.35,0.16,0.18,0.07,0.03,0.0,2253.0,0.1,{1}{G},"{3}{G},{T}: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.",1/1,https://scryfall.com/card/ddp/12/frontier-guide
1695,1.0,Treetop Scout,C,Creature,0.35,0.22,0.11,0.04,0.04,0.0,2252.0,0.1,{G},Treetop Scout can’t be blocked except by creatures with flying.,1/1,https://scryfall.com/card/scg/130/treetop-scout
1696,7.0,Quilled Slagwurm,U,Creature,0.35,0.09,0.18,0.15,0.03,0.06,2242.0,0.1,{4}{G}{G}{G},,8/8,https://scryfall.com/card/mbs/89/quilled-slagwurm
1697,7.0,Ancient Ooze,R,Creature,0.79,2.75,1.1,0.65,0.03,0.0,2241.0,0.1,{5}{G}{G},Ancient Ooze’s power and toughness are each equal to the total mana value of other creatures you control.,*/*,https://scryfall.com/card/scg/112/ancient-ooze
1698,3.0,Nexus Wardens,C,Creature,0.35,0.02,0.11,0.06,0.03,0.0,2239.0,0.1,{2}{G},"ReachConstellation— Whenever an enchantment enters the battlefield under your control, you gain 2 life.",1/4,https://scryfall.com/card/thb/184/nexus-wardens
1699,5.0,Rootless Yew,U,Creature,0.35,0.06,0.18,0.11,0.03,0.27,2238.0,0.1,{3}{G}{G},"When Rootless Yew dies, search your library for a creature card with power or toughness 6 or greater, reveal it, put it into your hand, then shuffle.",5/4,https://scryfall.com/card/khm/189/rootless-yew
1700,5.0,Tangled Skyline,U,Enchantment,0.35,0.01,0.18,0.09,0.03,0.08,2238.0,0.1,{4}{G},"When Tangled Skyline enters the battlefield, you gain 5 life and incubate 5.(Create an Incubator token with five +1/+1 counters on it and “{2}: Transform this artifact.” It transforms into a 0/0 Phyrexian artifact creature.)Phyrexians you control have reach.",,https://scryfall.com/card/mom/209/tangled-skyline
1701,2.0,Obsessive Skinner,U,Creature,0.35,0.13,0.18,0.09,0.03,0.13,2236.0,0.1,{1}{G},"When Obsessive Skinner enters the battlefield, put a +1/+1 counter on target creature.Delirium— At the beginning of each opponent’s upkeep, if there are four or more card types among cards in your graveyard, put a +1/+1 counter on target creature.",1/1,https://scryfall.com/card/sir/207/obsessive-skinner
1702,3.0,Tribal Unity,U,Instant,0.35,0.34,0.18,0.24,0.06,0.09,2234.0,0.1,{X}{2}{G},Creatures of the creature type of your choice get +X/+X until end of turn.,,https://scryfall.com/card/hop/80/tribal-unity
1703,4.0,Gorilla Chieftain,C,Creature,0.35,0.14,0.11,0.05,0.09,0.3,2233.0,0.1,{2}{G}{G},{1}{G}: Regenerate Gorilla Chieftain.,3/3,https://scryfall.com/card/7ed/250/gorilla-chieftain
1704,3.0,Yavimaya Sapherd,C,Creature,0.35,0.08,0.11,0.03,0.03,0.0,2230.0,0.1,{2}{G},"When Yavimaya Sapherd enters the battlefield, create a 1/1 green Saproling creature token.",2/2,https://scryfall.com/card/mb1/1380/yavimaya-sapherd
1705,4.0,Tributary Instructor,R,Creature,0.69,0.49,1.1,0.13,0.03,0.0,2228.0,0.1,{3}{G},"Mentor(Whenever this creature attacks, put a +1/+1 counter on target attacking creature with lesser power.)Whenever a creature you control with a +1/+1 counter on it dies, draw a card.",4/4,https://scryfall.com/card/lcc/64/tributary-instructor
1706,4.0,Hoarding Recluse,C,Creature,0.35,0.03,0.11,0.06,0.03,0.31,2221.0,0.1,{3}{G},"Reach, deathtouchWhen Hoarding Recluse dies, put up to one other target card from a graveyard on the bottom of its owner’s library.",2/3,https://scryfall.com/card/bro/186/hoarding-recluse
1707,2.0,Lothlórien Lookout,C,Creature,0.35,0.04,0.11,0.06,0.03,0.53,2220.0,0.1,{1}{G},"Whenever Lothlórien Lookout attacks, scry 1.",1/3,https://scryfall.com/card/ltr/175/lothl%C3%B3rien-lookout
1708,6.0,Deadwood Treefolk,U,Creature,0.35,0.05,0.18,0.03,0.03,0.0,2216.0,0.1,{5}{G},"Vanishing 3(This creature enters the battlefield with three time counters on it. At the beginning of your upkeep, remove a time counter from it. When the last is removed, sacrifice it.)When Deadwood Treefolk enters or leaves the battlefield, return another target creature card from your graveyard to your hand.",3/6,https://scryfall.com/card/dmr/155/deadwood-treefolk
1709,3.0,Sequence Engine,R,Artifact,0.49,0.07,0.26,0.16,1.71,0.1,2212.0,0.1,{2}{G},"{X},{T}: Exile target creature card with mana value X from a graveyard. Create a 0/0 green and blue Fractal creature token. Put X +1/+1 counters on it. Activate only as a sorcery.",,https://scryfall.com/card/c21/67/sequence-engine
1710,6.0,Earthshaker Giant,M,Creature,7.49,5.88,7.0,5.61,0.62,0.07,2210.0,0.1,{4}{G}{G},"TrampleWhen Earthshaker Giant enters the battlefield, other creatures you control get +3/+3 and gain trample until end of turn.",6/6,https://scryfall.com/card/gn2/5/earthshaker-giant
1711,3.0,Triumph of Ferocity,U,Enchantment,0.35,0.21,0.18,0.12,0.03,0.0,2195.0,0.1,{2}{G},"At the beginning of your upkeep, draw a card if you control the creature with the greatest power or tied for the greatest power.",,https://scryfall.com/card/avr/198/triumph-of-ferocity
1712,3.0,"Kosei, Penitent Warlord",R,Creature,0.49,0.14,0.26,0.15,0.49,0.15,2191.0,0.1,{1}{G}{G},"As long as Kosei, Penitent Warlord is enchanted, equipped, and has a counter on it, Kosei has “Whenever Kosei, Penitent Warlord deals combat damage to an opponent, you draw that many cards and Kosei deals that much damage to each other opponent.”",0/5,https://scryfall.com/card/nec/26/kosei-penitent-warlord
1713,2.0,Utopia Tree,R,Creature,2.49,2.21,2.2,1.11,0.02,0.29,2191.0,0.1,{1}{G},{T}: Add one mana of any color.,0/2,https://scryfall.com/card/9ed/277/utopia-tree
1714,5.0,Greatbow Doyen,R,Creature,2.49,4.11,2.94,0.84,0.02,0.0,2187.0,0.1,{4}{G},"Other Archer creatures you control get +1/+1.Whenever an Archer you control deals damage to a creature, that Archer deals that much damage to that creature’s controller.",2/4,https://scryfall.com/card/mor/125/greatbow-doyen
1715,6.0,Terra Stomper,R,Creature,0.49,0.17,0.26,0.19,0.02,0.07,2185.0,0.1,{3}{G}{G}{G},This spell can’t be countered.Trample(This creature can deal excess combat damage to the player or planeswalker it’s attacking.),8/8,https://scryfall.com/card/ori/288/terra-stomper
1716,6.0,Revenge of the Hunted,R,Sorcery,0.79,0.4,0.73,0.29,0.02,0.0,2182.0,0.1,{4}{G}{G},"Until end of turn, target creature gets +6/+6 and gains trample, and all creatures able to block it this turn do so.Miracle{G}(You may cast this card for its miracle cost when you draw it if it’s the first card you drew this turn.)",,https://scryfall.com/card/avr/191/revenge-of-the-hunted
1717,3.0,Wildsize,C,Instant,0.35,0.02,0.11,0.05,0.03,0.2,2179.0,0.1,{2}{G},Target creature gets +2/+2 and gains trample until end of turn.Draw a card.,,https://scryfall.com/card/cmr/264/wildsize
1718,1.0,Manabond,R,Enchantment,6.99,5.31,7.36,5.27,1.26,0.23,2177.0,0.1,{G},"At the beginning of your end step, you may reveal your hand and put all land cards from it onto the battlefield. If you do, discard your hand.",,https://scryfall.com/card/tpr/179/manabond
1719,2.0,Branchblight Stalker,C,Creature,0.35,0.02,0.11,0.16,0.03,0.13,2174.0,0.1,{1}{G},Toxic 2(Players dealt combat damage by this creature also get two poison counters.),3/1,https://scryfall.com/card/one/160/branchblight-stalker
1720,4.0,"Halsin, Emerald Archdruid",U,Creature,0.35,0.14,0.18,0.07,0.1,0.14,2166.0,0.1,{3}{G},"{1}: Until end of turn, target token you control becomes a green Bear creature with base power and toughness 4/4 in addition to its other colors and types.Choose a Background(You can have a Background as a second commander.)",2/4,https://scryfall.com/card/clb/234/halsin-emerald-archdruid
1721,4.0,Hunting Triad,U,Sorcery,0.35,0.23,0.18,0.12,0.03,0.0,2164.0,0.1,{3}{G},"Create three 1/1 green Elf Warrior creature tokens.Reinforce 3—{3}{G}({3}{G}, Discard this card: Put three +1/+1 counters on target creature.)",,https://scryfall.com/card/cma/116/hunting-triad
1722,4.0,Seed the Land,R,Enchantment,2.99,2.87,4.05,1.35,0.02,0.33,2159.0,0.1,{2}{G}{G},"Whenever a land enters the battlefield, its controller creates a 1/1 green Snake creature token.",,https://scryfall.com/card/sok/146/seed-the-land
1723,6.0,Skysnare Spider,C,Creature,0.35,0.04,0.11,0.08,0.03,0.0,2159.0,0.1,{4}{G}{G},Vigilance(Attacking doesn’t cause this creature to tap.)Reach(This creature can block creatures with flying.),6/6,https://scryfall.com/card/cmm/322/skysnare-spider
1724,2.0,Shinen of Life's Roar,C,Creature,0.35,0.23,0.11,0.12,0.03,0.54,2156.0,0.1,{1}{G},"All creatures able to block Shinen of Life’s Roar do so.Channel—{2}{G}{G}, Discard Shinen of Life’s Roar: All creatures able to block target creature this turn do so.",1/2,https://scryfall.com/card/arc/69/shinen-of-lifes-roar
1725,2.0,Corrosive Ooze,C,Creature,0.35,0.03,0.11,0.06,0.03,0.17,2156.0,0.1,{1}{G},"Whenever Corrosive Ooze blocks or becomes blocked by an equipped creature, destroy all Equipment attached to that creature at end of combat.",2/2,https://scryfall.com/card/dom/158/corrosive-ooze
1726,4.0,Centaur Omenreader,U,Creature,0.39,0.29,0.55,0.24,0.03,0.18,2147.0,0.1,{3}{G},"As long as Centaur Omenreader is tapped, creature spells you cast cost{2}less to cast.",3/3,https://scryfall.com/card/fut/143/centaur-omenreader
1727,1.0,Traproot Kami,C,Creature,0.35,0.22,0.11,0.18,0.03,0.0,2141.0,0.1,{G},Defender; reach(This creature can block creatures with flying.)Traproot Kami’s toughness is equal to the number of Forests on the battlefield.,0/*,https://scryfall.com/card/bok/147/traproot-kami
1728,4.0,Snake Pit,U,Enchantment,0.79,1.04,0.73,0.27,0.06,0.08,2138.0,0.1,{3}{G},"Whenever an opponent casts a blue or black spell, you may create a 1/1 green Snake creature token.",,https://scryfall.com/card/mmq/271/snake-pit
1729,5.0,Predatory Rampage,U,Sorcery,0.35,0.06,0.18,0.1,0.02,0.1,2132.0,0.1,{3}{G}{G},Creatures you control get +3/+3 until end of turn. Each creature your opponents control blocks this turn if able.,,https://scryfall.com/card/cmm/313/predatory-rampage
1730,4.0,Crowned Ceratok,C,Creature,0.35,0.07,0.11,0.07,0.03,0.21,2129.0,0.1,{3}{G},TrampleEach creature you control with a +1/+1 counter on it has trample.,4/3,https://scryfall.com/card/mb1/1174/crowned-ceratok
1731,1.0,Wall of Vines,C,Creature,0.35,0.03,0.11,0.05,0.03,0.31,2124.0,0.1,{G},Defender(This creature can’t attack.)Reach(This creature can block creatures with flying.),0/3,https://scryfall.com/card/jmp/443/wall-of-vines
1732,3.0,Wall of Ice,U,Creature,0.35,0.28,0.18,0.16,,0.0,2123.0,0.1,{2}{G},Defender(This creature can’t attack.),0/7,https://scryfall.com/card/30a/220/wall-of-ice
1733,5.0,Crested Herdcaller,U,Creature,0.35,0.16,0.18,0.09,0.03,0.0,2117.0,0.1,{3}{G}{G},"TrampleWhen Crested Herdcaller enters the battlefield, create a 3/3 green Dinosaur creature token with trample.",3/3,https://scryfall.com/card/gn2/46/crested-herdcaller
1734,2.0,Tajuru Paragon,R,Creature,0.49,0.11,0.26,0.07,0.02,0.0,2116.0,0.1,{1}{G},"Tajuru Paragon is also a Cleric, Rogue, Warrior, and Wizard.Kicker{3}When Tajuru Paragon enters the battlefield, if it was kicked, reveal the top six cards of your library. You may put a card that shares a creature type with it from among them into your hand. Put the rest on the bottom of your library in a random order.",3/2,https://scryfall.com/card/znr/209/tajuru-paragon
1735,3.0,Galadhrim Brigade,R,Creature,3.49,,5.89,2.18,0.02,0.0,2115.0,0.1,{2}{G},"Squad{1}{G}(As an additional cost to cast this spell, you may pay{1}{G}any number of times. When this creature enters the battlefield, create that many tokens that are copies of it.)Other Elves you control get +1/+1.",2/2,https://scryfall.com/card/ltc/502/galadhrim-brigade
1736,3.0,Jungleborn Pioneer,C,Creature,0.35,0.09,0.11,0.19,0.03,0.07,2113.0,0.1,{2}{G},"When Jungleborn Pioneer enters the battlefield, create a 1/1 blue Merfolk creature token with hexproof.(It can’t be the target of spells or abilities your opponents control.)",2/2,https://scryfall.com/card/plist/1318/jungleborn-pioneer
